serie_id,fallas_historicas,costo_historico,primera_falla,ultima_falla
"888evo5||Crankcase breather||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",6,2203.51,2025-06-01,2025-10-01
"888evo5||Crankshaft oil seal, pulley end||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,3462.4,2025-06-01,2025-06-01
"888evo5||Crankshaft||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",2,297.59000000000003,2025-07-01,2025-08-01
"888evo5||Cylinder block||EXCESSIVE PLAY (LOOSE, WORN, SLACK)",1,244.74,2025-08-01,2025-08-01
888evo5||Cylinder block||NOISY,3,37787.43,2025-06-01,2025-09-01
888evo5||Cylinder block||Repair as instructed,7,24346.41,2025-07-01,2025-10-01
"888evo5||Cylinder block||TORN, BROKEN, ELECTRICAL OPEN CIRCUIT",2,471.58,2025-05-01,2025-10-01
888evo5||Cylinder head gasket||LEAKING,6,16358.76,2025-07-01,2025-11-01
"888evo5||Cylinder head gasket||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",2,6289.49,2025-07-01,2025-11-01
"888evo5||Cylinder head||TORN, BROKEN, ELECTRICAL OPEN CIRCUIT",1,90.49,2025-10-01,2025-10-01
"888evo5||Cylinder liner||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,95.15,2025-10-01,2025-10-01
"888evo5||Dipstick||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",5,712.03,2025-09-01,2025-11-01
"888evo5||Drive plate for converter||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,2138.39,2025-11-01,2025-11-01
888evo5||Elec inj wiring loom||ELECTRICAL FAULT,1,1232.26,2025-09-01,2025-09-01
"888evo5||Engine Oil||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,25.54,2025-08-01,2025-08-01
888evo5||Engine Oil||Repair as instructed,1,186.9,2025-10-01,2025-10-01
"888evo5||Engine speed sender wheel||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",4,5611.36,2025-06-01,2025-10-01
"888evo5||Engine wiring loom||CONTACT / PLUG (LOOSE, PINS PUSHED BACK)",1,190.57,2025-11-01,2025-11-01
"888evo5||Engine wiring loom||CONTACT / PLUG (REVERSE POLARITY, INCORRECT HOUSING LOCK)",1,218.52,2025-10-01,2025-10-01
888evo5||Engine wiring loom||CRIMP CONTACT (CRIMPED OVER INSULATION),1,113.57,2025-10-01,2025-10-01
888evo5||Engine wiring loom||ELECTRICAL FAULT,12,7948.88,2025-06-01,2025-11-01
"888evo5||Engine wiring loom||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",12,11227.47,2025-06-01,2025-11-01
"888evo5||Engine wiring loom||TORN, BROKEN, ELECTRICAL OPEN CIRCUIT",1,632.87,2025-07-01,2025-07-01
"888evo5||Exhaust manifold gasket||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,67.85,2025-11-01,2025-11-01
888evo5||Fuel distributor||LEAKING,1,607.02,2025-07-01,2025-07-01
"888evo5||Fuel distributor||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",6,6388.81,2025-08-01,2025-11-01
888evo5||Fuel pressure regulating valve||ELECTRICAL FAULT,1,329.11,2025-10-01,2025-10-01
888evo5||Fuel pressure sender||LEAKING,3,1318.9099999999999,2025-10-01,2025-11-01
"888evo5||Fuel pressure sender||TORN, BROKEN, ELECTRICAL OPEN CIRCUIT",2,714.77,2025-06-01,2025-09-01
888evo5||Gas injector||ELECTRICAL FAULT,1,198.53,2025-11-01,2025-11-01
888evo5||High pressure pump||LEAKING,7,5314.57,2025-05-01,2025-10-01
"888evo5||High pressure pump||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",10,6680.610000000001,2025-05-01,2025-11-01
888evo5||Hydraulic bucket tappet||NOISY,1,1555.95,2025-10-01,2025-10-01
888evo5||Ignition coil||INEFFECTIVE,1,94.56,2025-09-01,2025-09-01
888evo5||Ignition coil||Repair as instructed,2,647.02,2025-05-01,2025-11-01
888evo5||Impulse sender for camshaft||INEFFECTIVE,2,496.78999999999996,2025-07-01,2025-11-01
"888evo5||Impulse sender for camshaft||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",7,2057.9300000000003,2025-06-01,2025-11-01
"888evo5||Impulse sender for camshaft||TORN, BROKEN, ELECTRICAL OPEN CIRCUIT",2,247.04,2025-09-01,2025-11-01
888evo5||Impulse sender for crankshaft||ELECTRICAL FAULT,3,1761.45,2025-08-01,2025-09-01
"888evo5||Impulse sender for crankshaft||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",3,3565.0,2025-06-01,2025-10-01
888evo5||Injector||INEFFECTIVE,43,3368.2799999999997,2025-07-01,2025-11-01
888evo5||Injector||LEAKING,1,979.39,2025-10-01,2025-10-01
"888evo5||Injector||STIFF (STICKS, JAMS,SEIZED)",1,2813.95,2025-06-01,2025-06-01
888evo5||Inlet Manifold||LEAKING,2,1008.72,2025-08-01,2025-11-01
"888evo5||Inlet Manifold||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",6,1649.2,2025-06-01,2025-11-01
888evo5||Intake air temperature sensor||ELECTRICAL FAULT,1,67.23,2025-10-01,2025-10-01
"888evo5||Intake manifold pressure sender||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",7,907.07,2025-08-01,2025-11-01
888evo5||Knock sensor||ELECTRICAL FAULT,1,851.73,2025-07-01,2025-07-01
"888evo5||Knock sensor||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",3,2266.51,2025-07-01,2025-09-01
"888evo5||Knock sensor||TORN, BROKEN, ELECTRICAL OPEN CIRCUIT",1,85.6,2025-11-01,2025-11-01
888evo5||Oil cooler||LEAKING,1,688.31,2025-07-01,2025-07-01
888evo5||Oil drain plug||LEAKING,3,355.93,2025-05-01,2025-11-01
"888evo5||Oil filler cap||EXCESSIVE PLAY (LOOSE, WORN, SLACK)",3,133.9,2025-10-01,2025-11-01
888evo5||Oil filler cap||LEAKING,1,46.65,2025-10-01,2025-10-01
"888evo5||Oil filler cap||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",9,725.36,2025-05-01,2025-10-01
888evo5||Oil filter||LEAKING,2,155.85,2025-10-01,2025-11-01
"888evo5||Oil filter||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",3,1721.48,2025-05-01,2025-11-01
888evo5||Oil level sensor||INCORRECT STANDARD PART/SPECIFICATION,1,18.65,2025-10-01,2025-10-01
888evo5||Oil level sensor||LEAKING,1,73.82,2025-11-01,2025-11-01
"888evo5||Oil level sensor||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",4,1143.95,2025-10-01,2025-11-01
888evo5||Oil pressure sender||ELECTRICAL FAULT,1,257.38,2025-10-01,2025-10-01
888evo5||Oil pressure switch||ELECTRICAL FAULT,8,1979.4900000000002,2025-06-01,2025-10-01
"888evo5||Oil pressure switch||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",9,1599.26,2025-09-01,2025-11-01
888evo5||Oil return pipe||LEAKING,21,18466.71,2025-07-01,2025-11-01
"888evo5||Oil return pipe||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",8,5723.19,2025-07-01,2025-11-01
"888evo5||Oil separator||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",5,874.94,2025-10-01,2025-11-01
888evo5||Oil supply pipe||LEAKING,4,3209.79,2025-09-01,2025-09-01
"888evo5||Oil supply pipe||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",3,3298.77,2025-09-01,2025-11-01
"888evo5||Output shaft bearing||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,1141.58,2025-09-01,2025-09-01
"888evo5||Piston cooling oil jet||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,400.77,2025-07-01,2025-07-01
"888evo5||Pistons||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,16766.83,2025-11-01,2025-11-01
"888evo5||Pressure regulating valve||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,0.42,2025-10-01,2025-10-01
888evo5||Pressure sensor||ELECTRICAL FAULT,4,290.21000000000004,2025-09-01,2025-11-01
"888evo5||Pressure sensor||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,638.73,2025-11-01,2025-11-01
"888evo5||Rocker arm||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,30.27,2025-06-01,2025-06-01
888evo5||Rocker arm||Repair as instructed,1,18043.78,2025-06-01,2025-06-01
888evo5||Spark plug||INEFFECTIVE,1,83.5,2025-06-01,2025-06-01
"888evo5||Spark plug||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",15,2958.92,2025-06-01,2025-11-01
888evo5||Sump||LEAKING,4,763.01,2025-06-01,2025-10-01
"888evo5||Sump||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",3,1637.65,2025-05-01,2025-07-01
888evo5||Thermostat housing||ELECTRICAL FAULT,3,3791.39,2025-09-01,2025-11-01
888evo5||Thermostat housing||LEAKING,2,1966.3000000000002,2025-08-01,2025-11-01
"888evo5||Thermostat housing||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,59.46,2025-10-01,2025-10-01
888evo5||Thermostat||ELECTRICAL FAULT,1,580.86,2025-06-01,2025-06-01
"888evo5||Thermostat||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",1,781.13,2025-07-01,2025-07-01
888evo5||Throttle valve control part||INEFFECTIVE,7,2906.2300000000005,2025-06-01,2025-10-01
888evo5||Throttle valve control part||Repair as instructed,1,709.71,2025-08-01,2025-08-01
"888evo5||Throttle valve control part||STIFF (STICKS, JAMS,SEIZED)",5,1900.74,2025-08-01,2025-09-01
"888evo5||Throttle valve control part||TORN, BROKEN, ELECTRICAL OPEN CIRCUIT",5,2132.06,2025-07-01,2025-11-01
888evo5||Throttle valve housing||ELECTRICAL FAULT,2,276.98,2025-10-01,2025-10-01
"888evo5||Throttle valve housing||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",2,562.3,2025-06-01,2025-11-01
888evo5||Throttle valve potentiometer||ELECTRICAL FAULT,1,102.43,2025-08-01,2025-08-01
888evo5||Turbocharger||INEFFECTIVE,1,165.77,2025-11-01,2025-11-01
"888evo5||Turbocharger||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",12,26387.55,2025-06-01,2025-11-01
888evo5||Turbocharger||NOISY,2,2501.55,2025-07-01,2025-09-01
888evo5||Turbocharger||TESTED (Unable to reproduce fault),1,87.64,2025-10-01,2025-10-01
"888evo5||Vacuum hoses||EXCESSIVE PLAY (LOOSE, WORN, SLACK)",1,87.02,2025-06-01,2025-06-01
888evo5||Variable intake manifold flap potentiometer||ELECTRICAL FAULT,1,43.66,2025-11-01,2025-11-01
